task_name,index,model_name,prompt,output,score
ko_quiz_5,0,polyglot_ko_3.8b,"낙화유수(落花流水)의 뜻은? '살림이나 세력이 약해져 아주 보잘것없이 됨 '이면 1, '세월이 흐르는 물과 같이 한번 지나면 되돌아오지 않음 '이면 2, '지나간 일이 흔적 없이 사라져 허무함 '이면 3라고 대답해."," 1, 2, 3 중에 하나를 선택하여 답해 보세요. 1. 落花流水(낙화유수) : '떨어지는 꽃과 흐르는 물'의 뜻으로, ① 낙화유수(落花流水) ② 세월이 흐르는 물과 같이 한 번 지나면 다시 오지 않는 것 ③ '세월이 덧없음'을 비유적으로 이르는 말.2. 洛花流水(낙화유수) : 落花流水(낙화유수)와 같이 '덧없는 세월'을 비유적으로 이르는 말. 3. 洛花流水(낙화유수) : '낙화유수'와 같이 '세월이 흐르는 물과 같이 한번 지나면 다시 오지 않는 것'을 비유적으로 이르는 말.* 낙화유수(落花流水)는 보통 '낙화'와 '유수'라는 말을 같이 쓰지만, 원래의 뜻은 '낙화'와 '유수'가 다르다. '낙화'는 떨어지는 꽃이고 '유수'는 흐르는 물이다. 따라서 '낙화유수'는 '떨어지는 꽃과 흐르는 물'의 뜻이 되어 '세월이 흐르는 물과 같이 덧없다.'는 뜻을 나타낸다. '세월유수(歲月流水)'와 같은 뜻으로 쓰이는 말이다.* 낙화유수(落花流水)는 ""꽃이 떨어지는 흐르는 물""이란 뜻으로, '덧없는 세월'을 비유적으로 이르는 말이다. '낙화유수(落花流水)'와 같은 뜻으로 쓰이는 말이다.* 落花流水(낙화유수) : '떨어지는 꽃과 흐르는 물'의 뜻으로, ① 낙화유수(落花流水) ② 세월이 흐르는 물과 같이 한 번 지나면 다시 오지 않는 것 ③ '세월유수(歲月流水)'와 같은 말.* 落花流水(낙화유수) : '낙화유수'와 같이 '세월이 흐르는 물과 같이 한 번 지나면 다시 오지 않는 것'을 비유적으로 이르는 말.* 洛花流水(낙화유수) : '낙화유수'와 같이 '세월이 흐르는 물과 같이 한 번 지나면 다시 오지 않는 것'을 비유적으로 이르는 말.* 落花流水(낙화유수) : '낙화유수'와 같이 '세월이 흐르는 물과 같이 한 번 지나면 다시 오지 않는 것'을 비유적으로 이르는 말.",0
ko_quiz_5,1,polyglot_ko_3.8b,"견마지로(犬馬之勞)의 뜻은? '윗사람에게 충성을 다하는 자신의 노력 '이면 1, '충성스럽고 효성스러운 사람 '이면 2, '각자 자기의 주인에게 충성을 다함 '이면 3라고 대답해."," 견마지로(犬馬之勞)의 유래는? '개와 말의 수고'라는 뜻.### 풀이:'개와 말의 수고'라는 말은 개가 주인에게 충성을 다하는 것과 말이 주인에게 충성을 다하는 것.### 답변: 한자의 뜻은? '개와 말의 수고'라는 뜻으로, '개나 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 풀이:'개와 말의 수고'라는 뜻으로, '개와 말이 주인에게 충성을 다함'을 이르는 말.### 답변: 뜻은? '개와 말의 수고'라는 뜻으로, '개나 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말의 수고'라는 뜻으로, '개나 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말이 주인에게 충성을 다함'을 이르는 말.### 풀이:'개와 말이 주인에게 충성을 다하는 것'을 이르는 말.### 답변: 유래는? '개와 말",0
ko_quiz_5,2,polyglot_ko_3.8b,"관포지교(管鮑之交)의 뜻은? '우정이 아주 돈독한 친구 관계 '이면 1, '사이가 매우 나쁜 두 관계 '이면 2, '얼굴만 겨우 아는 얕은 사이 '이면 3라고 대답해."," 1, 관포지교(管鮑之交) --> 친구 사이의 매우 도타운 사귐 2, 관포지교(管鮑之交) --> 아주 친한 친구 사이의 사귐 3, 관포지교(管鮑之交) --> 얼굴만 아는 사이 공유하기 글 요소",0
ko_quiz_5,3,polyglot_ko_3.8b,"다다익선(多多益善)의 뜻은? '많으면 많을수록 더욱 좋음 '이면 1, '여러 가지로 일도 많고 어려움도 많음 '이면 2, '생각과 느낌이 섬세하고 풍부함 '이면 3라고 대답해."," 1은 '많이'를 뜻하고, 2는 '여러가지'를 뜻해. 예컨대 '여러가지 색깔이 어우러져 아름다움을 더함'을 '다다익선'이라 해. 또 '여러 사람이 함께 하면 많은 도움이 됨'을 뜻하는 '多多益善'을 '여러 가지로 일도 많고 어려움도 많음'으로 바꾸면 '다다익선'이 돼. 이러한 의미를 설명하면 '많으면 많을수록 더욱 좋음'을 뜻하는 것이 '多多益善'이야. 그런데 '多多益善'은 '많으면 많을수록 좋다'는 뜻의 '多多益善'이 아니라 '많을수록 더욱 좋다'는 '多多益善'으로 써야 해. 그런데 '多多益善'의 '多'와 '多益善'의 '多'는 의미가 달라. '多'는 '많다'는 뜻이고, '益'은 '이익'의 뜻이지. 따라서 '多多益善'은 '많으면 많을수록 더욱 좋다'는 말로 '일도 많고 어려움도 많음'을 나타내는 말이고, '多多益善'은 '생각과 느낌이 섬세하고 풍부함'을 뜻해.",0
ko_quiz_5,4,polyglot_ko_3.8b,"매우 많은 것 가운데 극히 적은 수의 뜻을 가진 것은? '구우일모 (九牛一毛) '이면 1, '건곤일척 (乾坤一擲) '이면 2, '가공망상 (架空妄想) '이면 3라고 대답해."," '아홉 마리의 소 가운데서 털 한 가닥을 뽑는다.'는 뜻으로, '매우 많은 것 가운데 아주 적은 것을 비유하여 이르는 말'은 '구우일모 (九牛一毛) '이지.'구우일모 (九牛一毛) '는 '아홉 마리의 소 가운데서 털 하나를 뽑는다.'는 뜻이지. '건곤일척 (乾坤一擲) '은 '하늘과 땅을 걸고 한 번 주사위를 던진다.'는 뜻으로, '운명과 흥망을 걸고 단판걸이로 승부나 성패를 겨룸'을 비유하여 이르는 말이지. 공유하기 글 요소",0
ko_quiz_5,5,polyglot_ko_3.8b,"시종일관(始終一貫)의 뜻은? '일 따위를 처음부터 끝까지 한결같이 함 '이면 1, '모든 사람이 한결같이 다 같음 '이면 2, '한결같이 부지런하고 끈기가 있는 태도로 '이면 3라고 대답해.", '처음부터 끝까지 변함없이 한결같은 태도를 가짐'이라는 뜻으로 '처음부터 끝까지'라는 뜻으로 '시종일관(始終一貫)'이라고 하지.시간### 답변: '언제나 한결같이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관(始終一貫)'이라고 해.### 답변: '언제나 변함없이 꾸준하게'라는 뜻으로 '시종일관,0
ko_quiz_5,6,polyglot_ko_3.8b,"만난 자는 반드시 헤어짐의 뜻을 가진 것은? '회자정리 (會者定離) '이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3라고 대답해."," (1) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (2) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (3) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (4) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (5) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (6) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (7) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (8) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (9) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (10) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (11) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (12) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (13) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (14) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (15) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (16) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (17) '회자정리 (會者定離)'이면 1, '청운지지 (靑雲之志) '이면 2, '수주대토 (守株待兔) '이면 3이라고 대답해.### 답변: (18) '",0
ko_quiz_5,7,polyglot_ko_3.8b,신출귀몰(神出鬼沒)의 뜻은?," 귀신같이 나타났다가 귀신같이 사라진다. 또는 귀신같이 나타났다가 귀신같이 사라진다. --------------------------------------------------------------------------------------------▶ 전생, 금생, 내생, 3생, 4생, 5생, 6생, 7생............................. ▶ 전생, 금생, 내생, 5생, 6생, 7생, 8생, 9생............................... ▶ 전생, 금생, 내생, 9생, 10생, 11생, 12생, 13생, 14생..................................... ▶ 전생, 금생, 내생, 15생, 16생, 17생, 18생, 19생, 20생, 21생, 22생, 23생, 24생, 25생, 26생..................................... ▶ 전생, 금생, 내생, 27생, 28생, 29생, 30생, 31생, 32생, 33생, 34생, 35생, 36생, 37생, 38생, 39생..................................... ▶ 전생, 금생, 내생, 39생, 40생, 41생, 42생, 43생, 44생, 45생, 46생, 47생, 48생, 49생, 50생, 51생, 52생, 53생, 54생, 55생, 56생, 57생, 58생, 59생, 60생, 61생, 62생, 63생, 64생, 65생, 66생, 67생, 68생, 69생, 70생, 71생, 72생, 73생, 74생, 75생, 76생, 77생, 78생, 79생, 80생, 81생, 82생, 83생, 84생, 85생, 86생, 87생, 88생, 89생, 90생, 91생, 92생, 93생, 94생, 95생, 96생, 97생, 98생, 99생, 100생, 101생, 102생, 103생, 104생, 105생, 106생, 107생, 108생, 109생, 110생, 111생, 112생, 113생, 114생, 115생, 116생, 117생, 118생, 119생, 120생, 121생, 122생, 123생, 124생, 125생, 126생, 127생, 128생, 129생, 130생, 131생, 132생, 133생, 134생, 135생, 136생, 137생, 138생, 139생, 140생, 141생, 142생, 143생, 144생, 145생, 146생, 147생, 148생, 149생, 150생, 151생, 152생, 153생, 154생, 155생, 156생, 157생, 158생, 159생, 160생, 161생, 162생, 163생, 164생, 165생, 166생, 167생, 168생, 169생, 170생, 171생, 172생, 173생, 174생, 175생, 176생, 177생, 178생, 179생, 180생, 181생, 182생, 183생, 184생, 185생, 186생, 187생, 188생, 189생, 190생, 191생, 192생, 193생, 194생, 195생, 196생, 197생, 198생, 199생, 200생, 201생, 202생, 203생, 204생, 205생, 206생, 207생, 208생, 209생, 210생, 211생, 212생, 213생, 214생, 215생, 216생, 217생, 218생, 219생, 220생, 221생, 222생, 223생, 224생, 225생, 226생, 227생, 228생, 229생, 230생, 231생, 232생, 233생, 234생, 235생, 236생, 237생, 238생, 239생, 240생, 241생, 242생, 243생, 244생, 245생, 246생, 247생, 248생, 249생, 250생, 251생, 252생, 253생, 254생, 255생, 256생, 257생, 258생, 259생, 260생, 261생, 262생, 263생, 264생, 265생, 266생, 267생, 268생, 269생, 270생, 271생, 272생, 273생, 274생, 275생, 276",0
ko_quiz_5,8,polyglot_ko_3.8b,"천재일우(千載一遇)의 뜻은? '좀처럼 만나기 어려운 좋은 기회 '이면 1, '뜻밖의 행운을 만나 어려움을 면함 '이면 2, '천 번을 만나는 진귀한 인연 '이면 3라고 대답해.", '기회는 또다시 오지 않는다 '는 뜻이야.나는 개인적으로 3번째 뜻이 마음에 들어.,0
ko_quiz_5,9,polyglot_ko_3.8b,"위기일발(危機一髮)의 뜻은? '여유가 조금도 없이 몹시 절박한 순간 '이면 1, '편안한 때일수록 위험이 닥칠 때를 대비해야 함 '이면 2, '궤변을 농하여 국가를 위태로운 지경에 몰아넣음 '이면 3라고 대답해."," 자기가 처한 위기의 순간을 뜻하는 말은 1, '급한 고비의 순간 '이면 2, '위험이 닥쳐온 때 '이면 3라고 대답해.끼이가 화이또!### 답변: '위기(危機)'와 '기회(機會)'의 차이는?위기는 자신이 처해 있는 상황이 좋지 않은 때이고, 기회는 자신이 처해 있는 상황이 좋은 때이겠지?끼이가 화이또!### 답변: '위기'와 '기회'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 기회는 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 자신이 처해 있는 상황이 좋지 않은 때이고, 위험은 자신이 처해 있는 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 자신이 처해 있는 상황이 좋지 않은 때이고, 위험은 자신이 처해 있는 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '기회'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 기회는 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위기'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 기회는 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '기회'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 기회는 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!### 답변: '위기'와 '위험'의 차이는?위기는 현재의 상황이 좋지 않은 때이고, 위험은 현재의 상황이 좋을 때이겠지?끼이가 화이또!#",0
